1,0.9,0.86875,0.8,0.8625,0.8625,0.8
0.9,1,0.8,0.86875,0.8,0.8,0.8
0.875,0.8,1,0.9,0.8,0.8,0.8
0.8,0.875,0.9,1,0.8,0.8,0.8
0.85,0.8,0.8,0.8,1,0.9,0.9
0.85,0.8,0.8,0.8,0.9,1,1
0.8,0.8,0.8,0.8,0.9,0.9,0.0
