# image table
# NumData 6
#   gid,                                               gname,    aif
      1,  02__Station12__Camera2__2012-6-14__11-53-34(5).JPG,  False
      2,  02__Station13__Camera1__2012-8-16__23-48-36(3).JPG,  False
      3,  02__Station14__Camera1__2012-7-24__21-55-32(6).JPG,  False
      4,   02__Station32__Camera1__2012-8-10__21-8-14(5).JPG,  False
      5,   02__Station32__Camera1__2012-8-31__5-17-32(3).JPG,  False
      6,   02__Station32__Camera1__2012-9-16__0-48-28(5).JPG,  False
