Cat ID,Image Name,Study ID, Station, Camera, Date, Time
Cat_1,01__Station05__Camera1__2012-6-14__5-38-10(2).JPG,01,Station05,Camera1,2012-6-14,5-38-10
Cat_1,01__Station05__Camera1__2012-6-14__5-38-10(3).JPG,01,Station05,Camera1,2012-6-14,5-38-10
Cat_1,01__Station05__Camera1__2012-6-14__5-38-10(4).JPG,01,Station05,Camera1,2012-6-14,5-38-10
Cat_2,01__Station14__Camera1__2012-8-30__16-8-56(1).JPG,01,Station14,Camera1,2012-8-30,16-8-56
Cat_2,01__Station14__Camera1__2012-8-30__16-8-56(2).JPG,01,Station14,Camera1,2012-8-30,16-8-56
Cat_2,01__Station14__Camera1__2012-8-30__16-8-56(3).JPG,01,Station14,Camera1,2012-8-30,16-8-56
Cat_3,02__Station06__Camera1__2012-7-10__3-22-38(0).JPG,02,Station06,Camera1,2012-7-10,3-22-38
Cat_3,02__Station06__Camera1__2012-7-10__3-22-38(1).JPG,02,Station06,Camera1,2012-7-10,3-22-38
Cat_3,02__Station06__Camera1__2012-7-10__3-22-38(2).JPG,02,Station06,Camera1,2012-7-10,3-22-38
