# image table
# NumData 7
#   gid,                                               gname,    aif
      1,   01__Station04__Camera2__2012-7-22__1-53-20(0).JPG,  False
      2,   01__Station05__Camera1__2012-6-19__1-56-58(6).JPG,  False
      3,   02__Station06__Camera1__2012-7-10__3-22-52(9).JPG,  False
      4,    02__Station13__Camera1__2012-7-18__6-47-4(1).JPG,  False
      5,  02__Station13__Camera1__2012-8-22__20-24-38(6).JPG,  False
      6,  02__Station14__Camera1__2012-7-24__21-55-38(3).JPG,  False
      7,   02__Station26__Camera1__2012-8-19__16-14-0(1).JPG,  False
