1,0.9,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,1,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.8,1,0.9,0.86875,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00832004658878,0.0,0.0,0.0112746609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117107285187,0.0,0.0,0.0,0.0,0.0
0.8,0.8,0.9,1,0.855479770899,0.8,0.0,0.0,0.0,0.0,0.00113176321611,0.0,0.0,0.0231572426856,0.0112459156662,0.0,0.0111931413412,0.029239565134,0.0,0.0142944185063,0.0,0.0,0.0,0.0170588605106,0.0,0.0,0.0,0.0335780493915,0.0,0.00930107850581,0.0,0.0,0.00420081289485,0.0,0.0,0.00919782463461,0.0,0.0,0.0,0.0,0.0,0.0225069765002,0.0,0.0198081582785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0257931910455,0.019175786525,0.0,0.0,0.0,0.0
0.8,0.8,0.875,0.864383816719,1,0.9,0.0346142090857,0.0773573517799,0.0,0.0,0.0649491399527,0.0,0.0251629240811,0.0,0.0509086437523,0.0,0.0657239481807,0.0262485593557,0.0161507688463,0.0479639321566,0.0,0.0237361937761,0.0138598280028,0.0764903724194,0.0,0.0,0.0,0.0664282813668,0.0598376765847,0.0157708209008,0.0383947268128,0.0580892823637,0.0211461260915,0.0224955994636,0.0291905645281,0.00784068368375,0.0121253887191,0.0,0.0217813327909,0.0211958233267,0.0296242758632,0.0294286552817,0.0,0.0316252224147,0.0,0.0427833423018,0.0237560756505,0.0221025496721,0.0,0.00530528090894,0.0,0.0,0.0,0.00829517655075,0.034410007298,0.0,0.0190101005137,0.137180566788,0.0731995925307,0.0918577536941,0.279834836721,0.0,0.0
0.8,0.8,0.85,0.8,0.9,1,0.0,0.0977998673916,0.0,0.0,0.00308101018891,0.0,0.0170043539256,0.0,0.0788108333945,0.0410388298333,0.0934842377901,0.0,0.0,0.0405299440026,0.150810018182,0.0841020420194,0.0,0.176136568189,0.0,0.0752870887518,0.0,0.229831814766,0.086586304009,0.0368435941637,0.146799713373,0.0502708293498,0.122018039227,0.0524938069284,0.0784335136414,0.068201109767,0.0690364316106,0.0,0.0502882041037,0.0436763651669,0.0,0.00861760880798,0.0,0.0543878674507,0.0,0.0,0.0,0.0307009276003,0.0660898387432,0.0222099218518,0.0196880623698,0.0207552425563,0.0,0.0304278638214,0.0,0.0871988236904,0.0893858149648,0.367872446775,0.163526058197,0.159006848931,0.60938090086,0.0,0.0
0.0,0.0,0.0,0.0,0.0173071045429,0.0,1,0.9,0.9,0.841939309239,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.867728504911,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553604923189,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0395006718463,0.0496407022583,0.9,1,0.9,0.8,0.8,0.8,0.8,0.8,0.864301742613,0.8,0.807552231103,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.000576913356781,0.0,0.0,0.000415838730987,0.0,0.000756579625886,0.0,0.000315370096359,0.000919115671422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00368470326066,0.000729991064873,0.0013313011732,0.000473501655506,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1,0.8,0.8,0.86875,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.853551447392,0.8,0.8,1,0.9,0.9,0.80257461369,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
