# image table
# NumData 9
#   gid,                                              gname,    aif
      1,  01__Station05__Camera1__2012-6-14__5-38-10(2).JPG,  False
      2,  01__Station05__Camera1__2012-6-14__5-38-10(3).JPG,  False
      3,  01__Station05__Camera1__2012-6-14__5-38-10(4).JPG,  False
      4,  01__Station14__Camera1__2012-8-30__16-8-56(1).JPG,  False
      5,  01__Station14__Camera1__2012-8-30__16-8-56(2).JPG,  False
      6,  01__Station14__Camera1__2012-8-30__16-8-56(3).JPG,  False
      7,  02__Station06__Camera1__2012-7-10__3-22-38(0).JPG,  False
      8,  02__Station06__Camera1__2012-7-10__3-22-38(1).JPG,  False
      9,  02__Station06__Camera1__2012-7-10__3-22-38(2).JPG,  False
