1,0.9,0.9,0.8,0.8250000000000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.27382633090019226,0.018449509516358376,1.0,0.30642226338386536,0.017426835373044014,0.10052908211946487,0.0,0.3114120662212372,0.0,0.02505667507648468,0.0,0.0292823426425457,0.0,0.0,0.0,0.0,0.0,0.0,0.06216699630022049,0.00563500402495265,0.17261409759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18414272367954254,0.5281824469566345,0.0,0.031322114169597626,0.0023579569533467293,0.026853879913687706,0.026014864444732666,0.10796815901994705,0.05354299768805504,0.0,0.0,0.0,0.0,0.0,0.9617984890937805
0.9,1,0.9,0.8,0.8,0.8,0.8,0.8250000000000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8073049530386925,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.16771477460861206,0.2284030169248581,0.11592065542936325,0.1604502946138382,0.11354514211416245,0.0570194385945797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025906533002853394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065371572971344,0.26528358459472656,0.0,0.07040120661258698,0.0,0.0481758788228035,0.07562011480331421,0.10423409938812256,0.025873668491840363,0.0,0.0,0.0,0.0,0.0,0.6596797704696655
0.9,0.9,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.0,0.5105752348899841,0.31564444303512573,0.19336847960948944,0.4268295466899872,0.04054538160562515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04470958933234215,0.0,0.25606319308280945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08936410397291183,0.0,0.0,0.6266440749168396,0.0,0.47689324617385864,0.5699285268783569,0.7636886239051819,0.2024766057729721,0.0,0.0,0.0,0.0,0.0,0.7886230945587158
0.8,0.8,0.8,1,0.9,0.9,0.8534977376461029,0.8,0.8,0.9,0.8142204254865647,0.8,0.8,0.8,0.8089753583073617,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.012632300145924091,0.002847852185368538,0.02859252505004406,0.009435011073946953,0.0012235060567036271,0.026556506752967834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001525372063042596,0.0,0.0,0.0031317106913775206,0.23719899356365204,0.0006794866058044136,0.017153598368167877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16160686314105988
0.8500000000000001,0.8,0.8,0.9,1,0.9,0.8,0.8378272593021393,0.8,0.8,0.8,0.8784594774246216,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.009057960473001003,0.005028411280363798,0.015519806183874607,0.012270094826817513,0.0034564556553959846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014012048952281475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041276678442955,0.0,0.0,0.00723185995593667,0.0,0.003941478207707405,0.007298168260604143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3406744599342346
0.8,0.8,0.8,0.9,0.9,1,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.009868609718978405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02623627334833145
0.8,0.8,0.8,0.8534977376461029,0.8,0.8,1,0.9,0.9,0.9,0.8957872033119202,0.8,0.8,0.8,0.8383589327335358,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.008367365226149559,0.0006861774018034339,0.0010232172207906842,0.009155385196208954,0.0006176463211886585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007568973116576672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08804067969322205
0.8,0.8500000000000001,0.8,0.8,0.8378272593021393,0.8,0.9,1,0.9,0.9,0.8,0.9,0.8,0.8,0.8,0.8009079337120056,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.012436944991350174,0.0006706430576741695,0.0,0.006240470800548792,0.0013911413261666894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006540512666106224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08385979384183884,0.0,0.04086609557271004,0.0,0.0,0.005852932576090097,0.0,0.003205798799172044,0.011555753648281097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13399751484394073
0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.011334503069519997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.8,0.8,0.9,0.8,0.8,0.9,0.9,0.9,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007405056152492762
